Source Name	Comment[ENA_SAMPLE]	Material Type	Provider	Characteristics[organism]	Characteristics[specimen with known storage state]	Characteristics[InitialTimePoint]	Characteristics[genotype]	Characteristics[sex]	Characteristics[individual]	Characteristics[developmental stage]	Characteristics[strain]	Characteristics[organism part]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_SELECTION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[organism]	Factor Value[immunoprecipitate]
Pig4	ERS517789	organism part	Harlan	Sus scrofa	fresh specimen	  	wild type	male	Pig4	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-51#51	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2093	sequencing assay	ERX531069	do2093_H3K4me3_liver_millipore_05-1339_susScr2Sus_scrofaPig4_SAN01.fq.gz	do2093_H3K4me3_liver_millipore_05-1339_susScr2Sus_scrofaPig4_SAN01.fq.gz	ERR572292	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572292/ERR572292.fastq.gz	P-MTAB-39594	P-MTAB-39595	susScr-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Sus scrofa	H3K4me3
Pig5	ERS517734	organism part	Harlan	Sus scrofa	fresh specimen	  	wild type	male	Pig5	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-51#52	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2094	sequencing assay	ERX530977	do2094_H3K4me3_liver_millipore_05-1339_susScr2Sus_scrofaPig5_SAN01.fq.gz	do2094_H3K4me3_liver_millipore_05-1339_susScr2Sus_scrofaPig5_SAN01.fq.gz	ERR572197	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572197/ERR572197.fastq.gz	P-MTAB-39594	P-MTAB-39595	susScr-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Sus scrofa	H3K4me3
Pig6	ERS517778	organism part	Harlan	Sus scrofa	fresh specimen	  	wild type	male	Pig6	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-51#53	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2095	sequencing assay	ERX531060	do2095_H3K4me3_liver_millipore_05-1339_susScr2Sus_scrofaPig6_SAN01.fq.gz	do2095_H3K4me3_liver_millipore_05-1339_susScr2Sus_scrofaPig6_SAN01.fq.gz	ERR572167	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572167/ERR572167.fastq.gz	P-MTAB-39594	P-MTAB-39595	susScr-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Sus scrofa	H3K4me3
Pig4	ERS517789	organism part	Harlan	Sus scrofa	fresh specimen	  	wild type	male	Pig4	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-139#37	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do3053	sequencing assay	ERX530998	do3053_H3K27Ac_liver_ab4729_susScr3Sus_scrofaPig4_SAN01.fq.gz	do3053_H3K27Ac_liver_ab4729_susScr3Sus_scrofaPig4_SAN01.fq.gz	ERR572204	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572204/ERR572204.fastq.gz	P-MTAB-39594	P-MTAB-39595	susScr-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Sus scrofa	H3K27Ac
Pig5	ERS517734	organism part	Harlan	Sus scrofa	fresh specimen	  	wild type	male	Pig5	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-139#38	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do3054	sequencing assay	ERX530896	do3054_H3K27Ac_liver_ab4729_susScr3Sus_scrofaPig5_SAN01.fq.gz	do3054_H3K27Ac_liver_ab4729_susScr3Sus_scrofaPig5_SAN01.fq.gz	ERR572261	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572261/ERR572261.fastq.gz	P-MTAB-39594	P-MTAB-39595	susScr-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Sus scrofa	H3K27Ac
Pig6	ERS517778	organism part	Harlan	Sus scrofa	fresh specimen	  	wild type	male	Pig6	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-139#39	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do3055	sequencing assay	ERX530983	do3055_H3K27Ac_liver_ab4729_susScr3Sus_scrofaPig6_SAN01.fq.gz	do3055_H3K27Ac_liver_ab4729_susScr3Sus_scrofaPig6_SAN01.fq.gz	ERR572214	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572214/ERR572214.fastq.gz	P-MTAB-39594	P-MTAB-39595	susScr-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Sus scrofa	H3K27Ac
Pig4	ERS517789	organism part	Harlan	Sus scrofa	fresh specimen	  	wild type	male	Pig4	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-51#107	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2149	sequencing assay	ERX531057	do2149_input_liver_unk_susScr2Sus_scrofaPig4_SAN01.fq.gz	do2149_input_liver_unk_susScr2Sus_scrofaPig4_SAN01.fq.gz	ERR572294	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572294/ERR572294.fastq.gz	P-MTAB-39594	  	  	  	Sus scrofa	input
Pig5	ERS517734	organism part	Harlan	Sus scrofa	fresh specimen	  	wild type	male	Pig5	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-51#108	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2150	sequencing assay	ERX531019	do2150_input_liver_unk_susScr2Sus_scrofaPig5_SAN01.fq.gz	do2150_input_liver_unk_susScr2Sus_scrofaPig5_SAN01.fq.gz	ERR572157	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572157/ERR572157.fastq.gz	P-MTAB-39594	  	  	  	Sus scrofa	input
Pig6	ERS517778	organism part	Harlan	Sus scrofa	fresh specimen	  	wild type	male	Pig6	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-51#109	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2151	sequencing assay	ERX530968	do2151_input_liver_unk_susScr2Sus_scrofaPig6_SAN01.fq.gz	do2151_input_liver_unk_susScr2Sus_scrofaPig6_SAN01.fq.gz	ERR572138	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572138/ERR572138.fastq.gz	P-MTAB-39594	  	  	  	Sus scrofa	input
Dog5	ERS517744	organism part	Harlan	Canis familiaris	fresh specimen	  	wild type	male	Dog5	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-97#25	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2354	sequencing assay	ERX530907	do2354_H3K4me3_liver_millipore_05-1339_canFam2Dog5_SAN01.fq.gz	do2354_H3K4me3_liver_millipore_05-1339_canFam2Dog5_SAN01.fq.gz	ERR572260	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572260/ERR572260.fastq.gz	P-MTAB-39594	P-MTAB-39595	canFam-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Canis familiaris	H3K4me3
Dog6	ERS517760	organism part	Harlan	Canis familiaris	fresh specimen	  	wild type	male	Dog6	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-97#29	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2358	sequencing assay	ERX531013	do2358_H3K4me3_liver_millipore_05-1339_canFam2Dog6_SAN01.fq.gz	do2358_H3K4me3_liver_millipore_05-1339_canFam2Dog6_SAN01.fq.gz	ERR572190	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572190/ERR572190.fastq.gz	P-MTAB-39594	P-MTAB-39595	canFam-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Canis familiaris	H3K4me3
Dog7	ERS517735	organism part	Harlan	Canis familiaris	fresh specimen	  	wild type	male	Dog7	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-97#33	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2362	sequencing assay	ERX531055	do2362_H3K4me3_liver_millipore_05-1339_canFam2Dog7_SAN01.fq.gz	do2362_H3K4me3_liver_millipore_05-1339_canFam2Dog7_SAN01.fq.gz	ERR572299	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572299/ERR572299.fastq.gz	P-MTAB-39594	P-MTAB-39595	canFam-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Canis familiaris	H3K4me3
Dog5	ERS517744	organism part	Harlan	Canis familiaris	fresh specimen	  	wild type	male	Dog5	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-97#27	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2356	sequencing assay	ERX531044	do2356_H3K27Ac_liver_ab4729_canFam2Dog5_SAN01.fq.gz	do2356_H3K27Ac_liver_ab4729_canFam2Dog5_SAN01.fq.gz	ERR572253	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572253/ERR572253.fastq.gz	P-MTAB-39594	P-MTAB-39595	canFam-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Canis familiaris	H3K27Ac
Dog6	ERS517760	organism part	Harlan	Canis familiaris	fresh specimen	  	wild type	male	Dog6	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-97#31	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2360	sequencing assay	ERX530925	do2360_H3K27Ac_liver_ab4729_canFam2Dog6_SAN01.fq.gz	do2360_H3K27Ac_liver_ab4729_canFam2Dog6_SAN01.fq.gz	ERR572282	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572282/ERR572282.fastq.gz	P-MTAB-39594	P-MTAB-39595	canFam-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Canis familiaris	H3K27Ac
Dog7	ERS517735	organism part	Harlan	Canis familiaris	fresh specimen	  	wild type	male	Dog7	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-97#35	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2364	sequencing assay	ERX531046	do2364_H3K27Ac_liver_ab4729_canFam2Dog7_SAN01.fq.gz	do2364_H3K27Ac_liver_ab4729_canFam2Dog7_SAN01.fq.gz	ERR572275	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572275/ERR572275.fastq.gz	P-MTAB-39594	P-MTAB-39595	canFam-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Canis familiaris	H3K27Ac
Dog5	ERS517744	organism part	Harlan	Canis familiaris	fresh specimen	  	wild type	male	Dog5	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-139#68W	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2592	sequencing assay	ERX530944	do2592_unk_liver_unk_canFam2Canis_familiarisDog5_SAN01.fq.gz	do2592_unk_liver_unk_canFam2Canis_familiarisDog5_SAN01.fq.gz	ERR572259	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572259/ERR572259.fastq.gz	P-MTAB-39594	  	  	  	Canis familiaris	input
Dog6	ERS517760	organism part	Harlan	Canis familiaris	fresh specimen	  	wild type	male	Dog6	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-97#92W	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2421	sequencing assay	ERX530990	do2421_Input_liver_unk_canFam2Dog6_SAN01.fq.gz	do2421_Input_liver_unk_canFam2Dog6_SAN01.fq.gz	ERR572207	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572207/ERR572207.fastq.gz	P-MTAB-39594	  	  	  	Canis familiaris	input
Dog7	ERS517735	organism part	Harlan	Canis familiaris	fresh specimen	  	wild type	male	Dog7	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-97#96W	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2425	sequencing assay	ERX530897	do2425_Input_liver_unk_canFam2Dog7_SAN01.fq.gz	do2425_Input_liver_unk_canFam2Dog7_SAN01.fq.gz	ERR572210	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572210/ERR572210.fastq.gz	P-MTAB-39594	  	  	  	Canis familiaris	input
Cat1	ERS517738	organism part	UCL Institute of Ophthalmology	Felis catus	fresh specimen	  	wild type	female	Cat1	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-151#4	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2834	sequencing assay	ERX530900	do2834_H3K4me3_liver_05-1339_felCat5Felis_catusCat1_SAN01.fq.gz	do2834_H3K4me3_liver_05-1339_felCat5Felis_catusCat1_SAN01.fq.gz	ERR572163	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572163/ERR572163.fastq.gz	P-MTAB-39594	P-MTAB-39595	felCat-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Felis catus	H3K4me3
Cat2	ERS517775	organism part	UCL Institute of Ophthalmology	Felis catus	fresh specimen	  	wild type	female	Cat2	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-151#5	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2835	sequencing assay	ERX530963	do2835_H3K4me3_liver_05-1339_felCat5Felis_catusCat2_SAN01.fq.gz	do2835_H3K4me3_liver_05-1339_felCat5Felis_catusCat2_SAN01.fq.gz	ERR572244	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572244/ERR572244.fastq.gz	P-MTAB-39594	P-MTAB-39595	felCat-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Felis catus	H3K4me3
Cat1	ERS517738	organism part	UCL Institute of Ophthalmology	Felis catus	fresh specimen	  	wild type	female	Cat1	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-139#35	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do3047	sequencing assay	ERX531041	do3047_H3K27Ac_liver_ab4729_felCat5Felis_catusCat1_SAN01.fq.gz	do3047_H3K27Ac_liver_ab4729_felCat5Felis_catusCat1_SAN01.fq.gz	ERR572257	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572257/ERR572257.fastq.gz	P-MTAB-39594	P-MTAB-39595	felCat-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Felis catus	H3K27Ac
Cat2	ERS517775	organism part	UCL Institute of Ophthalmology	Felis catus	fresh specimen	  	wild type	female	Cat2	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-139#36	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do3048	sequencing assay	ERX530957	do3048_H3K27Ac_liver_ab4729_felCat5Felis_catusCat2_SAN01.fq.gz	do3048_H3K27Ac_liver_ab4729_felCat5Felis_catusCat2_SAN01.fq.gz	ERR572171	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572171/ERR572171.fastq.gz	P-MTAB-39594	P-MTAB-39595	felCat-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Felis catus	H3K27Ac
Cat1	ERS517738	organism part	UCL Institute of Ophthalmology	Felis catus	fresh specimen	  	wild type	female	Cat1	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-97#84W	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2413	sequencing assay	ERX530961	do2413_Input_liver_unk_felCat5Cat1_SAN01.fq.gz	do2413_Input_liver_unk_felCat5Cat1_SAN01.fq.gz	ERR572235	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572235/ERR572235.fastq.gz	P-MTAB-39594	  	  	  	Felis catus	input
Cat2	ERS517775	organism part	UCL Institute of Ophthalmology	Felis catus	fresh specimen	  	wild type	female	Cat2	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-97#88W	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2417	sequencing assay	ERX530992	do2417_Input_liver_unk_felCat5Cat2_SAN01.fq.gz	do2417_Input_liver_unk_felCat5Cat2_SAN01.fq.gz	ERR572152	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572152/ERR572152.fastq.gz	P-MTAB-39594	  	  	  	Felis catus	input
Ferret1	ERS517763	organism part	B&K	Mustela putorius furo	fresh specimen	  	wild type	male	Ferret1	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-117#1	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2481	sequencing assay	ERX530936	do2481_H3K4me3_liver_millipore_05-1339_musFur1Mustela_putorius_furoFerret1_SAN01p1.fq.gz	do2481_H3K4me3_liver_millipore_05-1339_musFur1Mustela_putorius_furoFerret1_SAN01p1.fq.gz	ERR572130	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572130/ERR572130.fastq.gz	P-MTAB-39594	P-MTAB-39595	musFur-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Mustela putorius furo	H3K4me3
Ferret2	ERS517768	organism part	B&K	Mustela putorius furo	fresh specimen	  	wild type	male	Ferret2	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-117#2	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2482	sequencing assay	ERX531007	do2482_H3K4me3_liver_millipore_05-1339_musFur1Mustela_putorius_furoFerret2_SAN01.fq.gz	do2482_H3K4me3_liver_millipore_05-1339_musFur1Mustela_putorius_furoFerret2_SAN01.fq.gz	ERR572191	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572191/ERR572191.fastq.gz	P-MTAB-39594	P-MTAB-39595	musFur-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Mustela putorius furo	H3K4me3
Ferret3	ERS517779	organism part	B&K	Mustela putorius furo	fresh specimen	  	wild type	male	Ferret3	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-117#3	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2483	sequencing assay	ERX531028	do2483_H3K4me3_liver_millipore_05-1339_musFur1Mustela_putorius_furoFerret3_SAN01.fq.gz	do2483_H3K4me3_liver_millipore_05-1339_musFur1Mustela_putorius_furoFerret3_SAN01.fq.gz	ERR572224	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572224/ERR572224.fastq.gz	P-MTAB-39594	P-MTAB-39595	musFur-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Mustela putorius furo	H3K4me3
Ferret1	ERS517763	organism part	B&K	Mustela putorius furo	fresh specimen	  	wild type	male	Ferret1	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-117#7	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2487	sequencing assay	ERX531011	do2487_H3K27Ac_liver_ab4729_musFur1Mustela_putorius_furoFerret1_SAN01p1.fq.gz	do2487_H3K27Ac_liver_ab4729_musFur1Mustela_putorius_furoFerret1_SAN01p1.fq.gz	ERR572131	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572131/ERR572131.fastq.gz	P-MTAB-39594	P-MTAB-39595	musFur-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Mustela putorius furo	H3K27Ac
Ferret2	ERS517768	organism part	B&K	Mustela putorius furo	fresh specimen	  	wild type	male	Ferret2	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-117#8	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2488	sequencing assay	ERX530939	do2488_H3K27Ac_liver_ab4729_musFur1Mustela_putorius_furoFerret2_SAN01.fq.gz	do2488_H3K27Ac_liver_ab4729_musFur1Mustela_putorius_furoFerret2_SAN01.fq.gz	ERR572200	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572200/ERR572200.fastq.gz	P-MTAB-39594	P-MTAB-39595	musFur-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Mustela putorius furo	H3K27Ac
Ferret3	ERS517779	organism part	B&K	Mustela putorius furo	fresh specimen	  	wild type	male	Ferret3	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-117#9	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2489	sequencing assay	ERX531036	do2489_H3K27Ac_liver_ab4729_musFur1Mustela_putorius_furoFerret3_SAN01.fq.gz	do2489_H3K27Ac_liver_ab4729_musFur1Mustela_putorius_furoFerret3_SAN01.fq.gz	ERR572293	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572293/ERR572293.fastq.gz	P-MTAB-39594	P-MTAB-39595	musFur-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Mustela putorius furo	H3K27Ac
Ferret1	ERS517763	organism part	B&K	Mustela putorius furo	fresh specimen	  	wild type	male	Ferret1	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-117#19W	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2499	sequencing assay	ERX530930	do2499_input_liver_unk_musFur1Mustela_putorius_furoFerret1_SAN01.fq.gz	do2499_input_liver_unk_musFur1Mustela_putorius_furoFerret1_SAN01.fq.gz	ERR572164	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572164/ERR572164.fastq.gz	P-MTAB-39594	  	  	  	Mustela putorius furo	input
Ferret2	ERS517768	organism part	B&K	Mustela putorius furo	fresh specimen	  	wild type	male	Ferret2	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-117#20W	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2593	sequencing assay	ERX531049	do2593_unk_liver_unk_musFur1Mustela_putorius_furoFerret2_SAN01.fq.gz	do2593_unk_liver_unk_musFur1Mustela_putorius_furoFerret2_SAN01.fq.gz	ERR572217	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572217/ERR572217.fastq.gz	P-MTAB-39594	  	  	  	Mustela putorius furo	input
Ferret3	ERS517779	organism part	B&K	Mustela putorius furo	fresh specimen	  	wild type	male	Ferret3	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-117#21W	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2594	sequencing assay	ERX530971	do2594_unk_liver_unk_musFur1Mustela_putorius_furoFerret3_SAN01.fq.gz	do2594_unk_liver_unk_musFur1Mustela_putorius_furoFerret3_SAN01.fq.gz	ERR572254	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572254/ERR572254.fastq.gz	P-MTAB-39594	  	  	  	Mustela putorius furo	input
